Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year
78,Uganda,52.7,10.1,32.3,49.1,25.0,23.8,2014 Mid-Year
79,Honduras,52.7,12.1,33.2,48.3,32.6,38.7,2014 Mid-Year
80,China,52.6,24.5,39.1,55.8,37.5,40.2,2014 Mid-Year
81,Iraq,51.9,19.1,36.1,44.5,45.0,37.3,2014 Mid-Year
82,Libya,51.9,18.8,36.0,60.7,41.2,40.9,2014 Mid-Year
83,El Salvador,51.8,10.7,32.0,46.8,34.5,26.9,2014 Mid-Year
84,Peru,51.6,16.6,34.8,46.8,35.6,29.8,2014 Mid-Year
85,Panama,51.6,33.3,42.8,58.2,38.7,38.2,2014 Mid-Year
86,Guatemala,51.5,16.2,34.6,52.8,31.5,35.1,2014 Mid-Year
87,Myanmar,51.3,30.2,41.1,62.2,22.2,15.6,2014 Mid-Year
88,Serbia,50.7,10.8,31.6,42.2,41.3,36.6,2014 Mid-Year
89,Belarus,50.3,17.2,34.4,46.5,55.5,32.7,2014 Mid-Year
90,Colombia,50.1,16.1,33.8,47.7,36.5,32.6,2014 Mid-Year
91,Malaysia,50.0,15.7,33.5,49.7,26.8,67.5,2014 Mid-Year
92,Bulgaria,49.7,11.0,31.1,45.1,37.0,36.2,2014 Mid-Year
93,South Africa,49.5,18.6,34.7,44.4,44.1,94.8,2014 Mid-Year
94,Romania,49.2,12.4,31.5,45.0,37.7,35.5,2014 Mid-Year
95,Bosnia And Herzegovina,49.0,8.8,29.7,44.3,32.2,41.7,2014 Mid-Year
96,Mexico,47.8,13.0,31.1,50.3,35.4,52.6,2014 Mid-Year
97,Iran,47.7,19.1,34.0,51.8,39.0,27.4,2014 Mid-Year
98,Albania,47.4,10.7,29.7,39.8,36.0,32.7,2014 Mid-Year
99,Armenia,46.1,14.1,30.7,37.2,39.9,23.8,2014 Mid-Year
100,Thailand,45.9,18.4,32.7,52.4,24.7,33.3,2014 Mid-Year
101,Ecuador,45.6,13.2,30.0,47.7,27.7,25.8,2014 Mid-Year
102,Morocco,45.4,12.7,29.7,40.5,35.7,30.5,2014 Mid-Year
103,Ukraine,44.3,14.7,30.1,39.3,39.4,27.1,2014 Mid-Year
104,Vietnam,44.2,16.0,30.6,41.0,22.3,22.6,2014 Mid-Year
105,Georgia,43.0,12.9,28.5,35.7,39.5,24.0,2014 Mid-Year
106,Sri Lanka,42.8,11.6,27.8,52.8,24.0,25.7,2014 Mid-Year
107,North Macedonia,42.6,8.4,26.2,36.9,31.2,34.0,2014 Mid-Year
108,Bolivia,42.3,11.9,27.7,37.6,25.0,33.0,2014 Mid-Year
109,Philippines,41.8,8.9,26.0,43.7,23.5,31.0,2014 Mid-Year
110,Syria,41.4,11.5,27.0,38.0,34.6,20.3,2014 Mid-Year
111,Indonesia,40.4,13.2,27.3,46.0,21.6,23.1,2014 Mid-Year
112,Bangladesh,40.3,6.7,24.2,41.7,26.0,31.7,2014 Mid-Year
113,Tunisia,39.0,9.7,24.9,37.1,25.2,34.5,2014 Mid-Year
114,Algeria,38.4,8.7,24.1,39.2,27.7,35.9,2014 Mid-Year
115,Moldova,38.2,9.3,24.3,33.8,28.0,22.3,2014 Mid-Year
116,Egypt,36.2,9.0,23.1,35.1,30.9,24.7,2014 Mid-Year
117,Pakistan,31.5,5.0,18.7,31.7,22.9,30.5,2014 Mid-Year
118,Nepal,31.2,3.7,18.0,31.2,19.8,19.5,2014 Mid-Year
119,India,27.7,7.5,18.0,30.5,16.2,59.3,2014 Mid-Year
1,Switzerland,124.5,54.5,88.8,114.8,137.8,210.0,2015 Mid-Year
2,Norway,109.3,40.4,74.2,95.9,136.8,139.8,2015 Mid-Year
3,Iceland,95.4,29.0,61.6,88.1,113.1,111.1,2015 Mid-Year
4,Us Virgin Islands,93.4,29.1,60.6,88.0,89.3,129.5,2015 Mid-Year
5,Australia,89.5,38.7,63.6,82.0,87.0,158.0,2015 Mid-Year
6,Denmark,88.3,26.3,56.7,71.7,112.8,164.3,2015 Mid-Year
7,Singapore,88.1,71.3,79.5,74.3,59.5,117.7,2015 Mid-Year
8,United Kingdom,86.7,33.5,59.6,75.1,96.7,133.6,2015 Mid-Year
9,Papua New Guinea,86.6,77.2,81.8,86.5,56.7,9.2,2015 Mid-Year
10,Kuwait,85.6,36.4,60.5,105.5,51.9,125.3,2015 Mid-Year
11,Venezuela,82.8,24.4,53.0,106.4,66.8,21.5,2015 Mid-Year
12,Luxembourg,80.8,50.9,65.6,65.3,105.0,153.6,2015 Mid-Year
13,New Zealand,79.8,26.7,52.8,75.1,81.6,118.8,2015 Mid-Year
14,Ireland,79.7,32.6,55.7,70.0,86.1,137.6,2015 Mid-Year
15,South Korea,77.8,34.1,55.5,91.5,48.9,138.3,2015 Mid-Year
16,Israel,77.6,24.3,50.4,63.8,89.4,133.6,2015 Mid-Year
17,Finland,76.9,23.5,49.7,65.6,86.2,149.4,2015 Mid-Year
18,Belgium,76.7,34.1,55.0,65.4,92.3,115.2,2015 Mid-Year
19,France,75.9,24.1,49.5,68.5,84.8,132.5,2015 Mid-Year
20,Hong Kong,75.0,75.0,75.0,77.0,58.1,111.8,2015 Mid-Year
21,Netherlands,74.4,28.0,50.8,54.9,92.7,150.6,2015 Mid-Year
22,Japan,74.3,26.4,49.9,73.8,50.3,135.8,2015 Mid-Year
23,Sweden,73.9,22.9,47.9,65.7,81.6,156.2,2015 Mid-Year
24,Canada,73.5,27.0,49.8,74.1,74.1,143.9,2015 Mid-Year
25,United States,73.4,31.5,52.0,76.2,69.2,156.5,2015 Mid-Year
26,Italy,72.4,20.1,45.7,58.3,86.8,112.6,2015 Mid-Year
27,Qatar,71.6,75.9,73.8,61.5,73.4,136.4,2015 Mid-Year
28,Ghana,70.7,54.1,62.2,67.8,60.6,18.3,2015 Mid-Year
29,Puerto Rico,68.7,17.0,42.3,69.8,63.5,125.9,2015 Mid-Year
30,Argentina,68.2,19.1,43.1,56.7,70.5,83.6,2015 Mid-Year
31,Austria,68.1,25.3,46.3,62.3,67.9,135.3,2015 Mid-Year
32,Germany,66.0,21.2,43.1,51.1,67.5,160.1,2015 Mid-Year
33,United Arab Emirates,64.9,62.2,63.5,56.4,66.4,143.8,2015 Mid-Year
34,Lebanon,64.0,29.6,46.5,46.2,67.3,74.7,2015 Mid-Year
35,Cyprus,63.7,12.4,37.5,54.9,69.4,109.8,2015 Mid-Year
36,Belize,62.8,10.7,36.2,56.3,44.0,195.3,2015 Mid-Year
37,Zimbabwe,62.1,16.5,38.8,52.9,57.1,48.4,2015 Mid-Year
38,Malta,61.8,17.1,39.0,50.2,72.0,100.1,2015 Mid-Year
39,Uruguay,61.6,17.0,38.8,52.9,65.4,61.7,2015 Mid-Year
40,Brunei,60.4,23.7,41.7,59.9,40.8,87.1,2015 Mid-Year
41,Costa Rica,59.5,16.0,37.3,61.2,50.4,71.0,2015 Mid-Year
42,Greece,58.9,9.3,33.6,46.8,63.9,83.2,2015 Mid-Year
43,Maldives,58.7,26.3,42.2,56.7,42.9,42.1,2015 Mid-Year
44,Trinidad And Tobago,58.0,20.1,38.7,57.5,52.9,72.0,2015 Mid-Year
45,Jamaica,57.5,12.2,34.4,54.8,47.2,58.7,2015 Mid-Year
46,Spain,56.6,16.1,35.9,43.9,65.9,114.8,2015 Mid-Year
47,Jordan,55.7,12.0,33.4,42.1,58.7,56.3,2015 Mid-Year
48,Slovenia,55.6,13.7,34.2,45.0,49.2,94.6,2015 Mid-Year
49,Oman,54.4,23.0,38.4,47.0,47.4,173.1,2015 Mid-Year
50,Taiwan,54.2,13.7,33.6,60.2,28.3,104.7,2015 Mid-Year
51,Panama,53.8,26.9,40.1,57.9,41.9,58.3,2015 Mid-Year
52,Tanzania,53.6,24.0,38.5,49.1,42.9,62.4,2015 Mid-Year
53,Palestine,53.4,8.6,30.6,44.9,44.5,63.7,2015 Mid-Year
54,Dominican Republic,53.2,11.0,31.7,50.4,45.4,37.7,2015 Mid-Year
55,Cuba,52.7,12.6,32.3,37.7,32.7,2.4,2015 Mid-Year
56,Myanmar,52.5,19.8,35.8,55.6,29.6,37.2,2015 Mid-Year
57,Estonia,52.5,12.3,32.0,38.9,48.4,80.0,2015 Mid-Year
58,Namibia,52.1,18.3,34.9,41.2,50.8,58.5,2015 Mid-Year
59,Cambodia,51.3,11.5,31.0,59.8,26.8,19.4,2015 Mid-Year
60,Mozambique,50.8,27.9,39.1,43.1,57.0,57.6,2015 Mid-Year
61,Portugal,50.6,14.1,32.0,38.7,47.7,87.3,2015 Mid-Year
62,Bahrain,50.5,29.5,39.8,45.7,53.7,91.3,2015 Mid-Year
63,Honduras,50.0,9.7,29.4,44.2,37.2,78.8,2015 Mid-Year
64,Croatia,49.8,8.7,28.8,41.8,41.3,71.4,2015 Mid-Year
65,Mauritius,49.7,15.2,32.1,44.0,45.6,91.3,2015 Mid-Year
66,Uzbekistan,49.7,12.4,30.7,43.8,36.4,31.2,2015 Mid-Year
67,Chile,49.2,14.0,31.2,42.1,43.5,93.8,2015 Mid-Year
68,Iraq,48.8,16.6,32.4,38.3,50.4,60.7,2015 Mid-Year
69,Nigeria,48.8,22.4,35.3,45.8,46.5,61.7,2015 Mid-Year
70,Latvia,48.7,11.8,29.9,36.7,43.2,68.6,2015 Mid-Year
71,Saudi Arabia,48.2,12.7,30.1,40.1,34.9,187.4,2015 Mid-Year
72,Ethiopia,48.0,18.0,32.7,44.7,25.7,22.6,2015 Mid-Year
73,Guatemala,47.6,11.5,29.2,45.6,37.8,51.1,2015 Mid-Year
74,Nicaragua,46.9,7.0,26.5,40.2,29.8,46.7,2015 Mid-Year
75,China,46.8,19.6,33.0,48.0,34.5,86.9,2015 Mid-Year
76,Kazakhstan,46.7,14.4,30.2,37.0,50.6,69.3,2015 Mid-Year
77,Brazil,46.7,12.8,29.4,35.2,40.9,56.2,2015 Mid-Year
78,Belarus,46.3,13.1,29.3,37.3,62.0,41.6,2015 Mid-Year
79,Lithuania,46.1,11.4,28.4,36.1,37.0,64.4,2015 Mid-Year
80,El Salvador,45.8,10.0,27.6,40.2,35.3,42.6,2015 Mid-Year
81,Slovakia,45.1,13.3,28.9,39.4,35.7,77.1,2015 Mid-Year
82,Fiji,44.8,16.8,30.5,52.8,39.3,47.4,2015 Mid-Year
83,Turkey,44.5,9.2,26.5,35.3,36.4,77.6,2015 Mid-Year
84,Russia,44.3,19.6,31.7,35.1,54.2,62.0,2015 Mid-Year
85,Ecuador,43.5,11.5,27.2,43.3,28.5,45.9,2015 Mid-Year
86,South Africa,43.5,14.6,28.8,36.9,42.8,142.4,2015 Mid-Year
87,Kenya,43.5,11.6,27.2,43.4,33.1,35.2,2015 Mid-Year
88,Iran,43.1,18.7,30.7,40.7,40.7,48.8,2015 Mid-Year
89,Thailand,42.7,13.6,27.9,46.9,23.8,57.3,2015 Mid-Year
90,Czech Republic,42.7,12.6,27.4,35.8,31.4,98.8,2015 Mid-Year
91,Azerbaijan,42.2,19.1,30.4,33.3,43.2,44.1,2015 Mid-Year
92,Peru,41.9,13.5,27.4,39.5,31.3,41.3,2015 Mid-Year
93,Hungary,41.8,7.9,24.5,31.3,35.3,66.3,2015 Mid-Year
94,Malaysia,41.7,9.9,25.5,40.6,24.6,103.8,2015 Mid-Year
95,Montenegro,40.4,7.9,23.8,30.8,41.4,59.7,2015 Mid-Year
96,Poland,39.6,11.7,25.4,29.9,36.5,91.0,2015 Mid-Year
97,Sri Lanka,39.6,9.7,24.3,46.8,24.1,35.4,2015 Mid-Year
98,Vietnam,39.2,12.2,25.5,36.9,20.9,30.2,2015 Mid-Year
99,Uganda,39.0,5.4,21.9,35.0,23.5,26.3,2015 Mid-Year
100,Bolivia,38.5,9.2,23.6,30.8,25.6,56.8,2015 Mid-Year
101,Libya,38.4,13.1,25.5,37.4,38.7,71.1,2015 Mid-Year
102,Armenia,38.3,8.8,23.2,29.9,35.7,39.5,2015 Mid-Year
103,Mexico,38.1,9.3,23.4,36.6,34.2,91.4,2015 Mid-Year
104,Romania,36.9,7.9,22.1,30.2,34.0,61.2,2015 Mid-Year
105,Bangladesh,36.8,4.5,20.3,35.6,25.5,46.7,2015 Mid-Year
106,Bosnia And Herzegovina,36.2,5.9,20.8,30.5,26.7,64.9,2015 Mid-Year
107,Bulgaria,36.1,6.9,21.2,30.3,30.0,58.7,2015 Mid-Year
108,Philippines,36.1,5.9,20.7,36.8,21.3,50.3,2015 Mid-Year
109,Indonesia,35.9,10.1,22.7,38.8,21.0,37.5,2015 Mid-Year
110,Colombia,35.4,9.5,22.2,29.9,27.6,50.0,2015 Mid-Year
111,Serbia,35.4,5.9,20.4,27.2,30.2,55.9,2015 Mid-Year
112,Egypt,35.3,9.0,21.9,30.6,32.9,40.8,2015 Mid-Year
113,Morocco,34.6,8.9,21.5,28.9,27.1,55.7,2015 Mid-Year
114,Syria,34.4,8.4,21.2,29.9,29.1,33.0,2015 Mid-Year
115,Albania,33.9,6.2,19.8,26.4,28.9,46.0,2015 Mid-Year
116,North Macedonia,31.7,5.2,18.2,26.0,24.3,50.1,2015 Mid-Year
117,Tunisia,31.2,6.7,18.7,27.4,22.9,54.6,2015 Mid-Year
118,Ukraine,30.7,8.4,19.3,23.7,27.6,32.7,2015 Mid-Year
119,Georgia,30.4,10.3,20.1,23.9,30.4,36.9,2015 Mid-Year
120,Kosovo (Disputed Territory),30.4,8.6,19.3,25.0,24.6,64.6,2015 Mid-Year
121,Algeria,28.6,6.5,17.3,26.9,23.2,55.3,2015 Mid-Year
122,Pakistan,27.8,4.2,15.8,26.2,23.9,46.4,2015 Mid-Year
123,Nepal,27.5,2.8,14.9,25.9,16.7,29.9,2015 Mid-Year
124,Moldova,27.4,6.4,16.7,21.6,24.5,32.8,2015 Mid-Year
125,India,24.8,5.3,14.9,26.4,16.4,99.3,2015 Mid-Year
1,Bermuda,140.3,107.4,125.0,133.7,140.1,104.0,2016 Mid-Year
2,Switzerland,125.7,59.6,94.8,122.6,124.0,153.9,2016 Mid-Year
3,Bahamas,106.3,38.5,74.7,98.9,97.7,43.2,2016 Mid-Year
4,Norway,104.3,41.2,74.8,94.2,118.8,115.0,2016 Mid-Year
5,Iceland,99.7,42.8,73.1,89.3,110.3,84.4,2016 Mid-Year
6,Japan,93.0,33.5,65.2,96.7,53.7,107.3,2016 Mid-Year
7,Singapore,87.8,81.2,84.7,76.2,61.8,98.0,2016 Mid-Year
8,Denmark,84.4,34.8,61.2,64.3,101.0,135.2,2016 Mid-Year
9,New Zealand,81.5,34.9,59.8,71.9,82.2,108.6,2016 Mid-Year
10,Luxembourg,81.5,50.5,67.0,66.0,93.4,144.7,2016 Mid-Year
11,Kuwait,80.0,38.7,60.7,90.8,46.5,103.5,2016 Mid-Year
12,Australia,79.7,45.0,63.5,73.8,78.1,137.3,2016 Mid-Year
13,Ireland,78.7,41.5,61.3,63.2,85.0,115.5,2016 Mid-Year
14,Hong Kong,78.2,82.3,80.1,79.4,54.2,91.8,2016 Mid-Year
15,Sweden,77.6,27.7,54.3,68.0,81.0,117.3,2016 Mid-Year
16,France,76.9,27.6,53.9,69.4,76.7,105.4,2016 Mid-Year
17,Belgium,76.2,31.7,55.4,64.8,86.3,99.3,2016 Mid-Year
18,Israel,75.2,29.1,53.7,61.8,80.7,103.8,2016 Mid-Year
19,South Korea,74.5,29.1,53.3,85.4,43.7,108.4,2016 Mid-Year
20,Finland,74.4,29.5,53.4,62.3,80.3,123.4,2016 Mid-Year
21,United States,73.2,41.5,58.4,72.2,69.2,130.2,2016 Mid-Year
22,Netherlands,73.0,35.6,55.6,55.2,83.6,120.1,2016 Mid-Year
23,United Kingdom,72.7,35.1,55.1,57.7,83.6,109.8,2016 Mid-Year
24,Austria,71.8,28.6,51.6,64.9,70.2,103.5,2016 Mid-Year
25,Italy,69.7,23.3,48.0,57.3,77.5,102.6,2016 Mid-Year
26,Canada,69.1,30.9,51.2,66.9,66.7,118.1,2016 Mid-Year
27,Qatar,68.0,70.6,69.2,54.9,72.6,131.0,2016 Mid-Year
28,Germany,66.8,26.7,48.1,51.9,62.8,136.1,2016 Mid-Year
29,United Arab Emirates,65.7,70.3,67.9,53.5,63.4,126.2,2016 Mid-Year
30,Puerto Rico,65.4,20.6,44.5,62.0,58.8,90.1,2016 Mid-Year
31,Macao,63.7,44.1,54.5,53.8,47.7,87.2,2016 Mid-Year
32,Malta,62.1,22.9,43.8,50.5,69.3,73.9,2016 Mid-Year
33,Lebanon,60.1,34.1,48.0,44.4,59.6,59.2,2016 Mid-Year
34,Belize,58.4,12.0,36.8,48.9,34.2,147.0,2016 Mid-Year
35,Uruguay,57.9,16.6,38.6,47.0,52.5,41.7,2016 Mid-Year
36,Taiwan,57.4,16.1,38.1,65.0,27.5,113.2,2016 Mid-Year
37,Spain,57.0,20.7,40.1,45.3,57.9,94.8,2016 Mid-Year
38,Cyprus,56.8,14.5,37.1,46.0,61.4,86.4,2016 Mid-Year
39,Ghana,56.2,45.0,51.0,53.2,43.3,16.9,2016 Mid-Year
40,Costa Rica,56.1,18.2,38.4,53.2,45.9,59.7,2016 Mid-Year
41,Greece,55.6,10.7,34.6,43.8,57.3,67.3,2016 Mid-Year
42,Jordan,55.5,12.7,35.5,45.4,56.2,46.5,2016 Mid-Year
43,Argentina,55.3,15.5,36.7,44.6,56.2,61.3,2016 Mid-Year
44,Jamaica,55.3,12.9,35.5,52.4,38.6,41.2,2016 Mid-Year
45,Brunei,54.5,23.1,39.8,53.3,36.6,74.1,2016 Mid-Year
46,Slovenia,54.1,15.8,36.2,43.5,45.4,83.3,2016 Mid-Year
47,Trinidad And Tobago,53.3,22.1,38.8,49.5,52.0,61.8,2016 Mid-Year
48,Zimbabwe,53.3,14.6,35.2,44.9,42.9,30.8,2016 Mid-Year
49,Bahrain,53.0,35.0,44.6,48.5,50.1,91.5,2016 Mid-Year
50,Palestine,52.4,10.8,33.0,48.0,40.6,54.1,2016 Mid-Year
51,Panama,51.9,32.8,43.0,51.3,42.6,41.6,2016 Mid-Year
52,Estonia,50.5,15.1,34.0,37.1,48.9,72.3,2016 Mid-Year
53,Fiji,49.9,24.2,37.9,53.4,36.6,34.9,2016 Mid-Year
54,Portugal,49.8,17.0,34.5,38.9,42.9,68.4,2016 Mid-Year
55,Dominican Republic,49.7,12.2,32.2,42.7,40.8,31.5,2016 Mid-Year
56,Croatia,49.4,11.0,31.5,39.9,39.8,63.9,2016 Mid-Year
57,Brazil,49.1,15.8,33.6,37.0,41.2,46.9,2016 Mid-Year
58,Mauritius,49.1,13.8,32.6,42.4,36.8,57.7,2016 Mid-Year
59,Oman,49.0,28.3,39.4,46.0,46.3,131.0,2016 Mid-Year
60,Tanzania,48.4,24.7,37.4,40.1,34.0,56.7,2016 Mid-Year
61,Latvia,48.0,12.8,31.6,35.7,42.3,56.6,2016 Mid-Year
62,Chile,47.9,15.8,32.9,40.8,41.0,70.0,2016 Mid-Year
63,Honduras,47.2,10.4,30.0,39.9,33.9,56.2,2016 Mid-Year
64,Lithuania,46.9,13.1,31.1,36.0,40.7,57.8,2016 Mid-Year
65,Turkey,46.7,12.5,30.7,39.2,33.9,59.9,2016 Mid-Year
66,Iraq,46.4,16.9,32.6,37.9,44.8,62.5,2016 Mid-Year
67,Saudi Arabia,46.3,14.6,31.5,38.6,28.8,161.4,2016 Mid-Year
68,Slovakia,45.7,17.4,32.5,39.4,34.8,67.6,2016 Mid-Year
69,China,45.7,22.3,34.8,48.4,29.5,68.4,2016 Mid-Year
70,Cambodia,45.0,15.4,31.2,47.3,21.9,16.1,2016 Mid-Year
71,Ecuador,44.0,12.9,29.5,41.5,30.3,42.2,2016 Mid-Year
72,Ethiopia,43.4,23.1,33.9,33.8,23.7,19.0,2016 Mid-Year
73,Zambia,43.1,19.1,31.9,35.2,30.9,124.4,2016 Mid-Year
74,El Salvador,42.9,9.1,27.1,36.6,32.7,34.7,2016 Mid-Year
75,Guatemala,42.4,12.3,28.3,40.4,30.2,54.5,2016 Mid-Year
76,Hungary,42.3,12.6,28.4,32.6,33.3,50.7,2016 Mid-Year
77,Malaysia,42.2,12.8,28.5,42.9,22.3,83.1,2016 Mid-Year
78,Thailand,42.0,16.1,29.9,44.7,21.8,37.2,2016 Mid-Year
79,Czech Republic,41.6,15.6,29.5,35.0,29.2,82.8,2016 Mid-Year
80,Libya,41.3,16.1,29.5,40.3,31.7,54.9,2016 Mid-Year
81,Namibia,40.7,18.9,30.5,35.4,38.8,51.8,2016 Mid-Year
82,Venezuela,40.3,7.3,24.9,36.0,43.4,2.9,2016 Mid-Year
83,Montenegro,40.3,10.5,26.4,31.2,37.0,49.7,2016 Mid-Year
84,Uzbekistan,39.8,12.5,27.1,34.8,29.5,24.7,2016 Mid-Year
85,Vietnam,39.1,16.3,28.5,37.8,20.5,24.1,2016 Mid-Year
86,Indonesia,38.4,10.7,25.5,42.1,19.3,33.7,2016 Mid-Year
87,Poland,38.4,14.8,27.4,29.4,32.7,75.3,2016 Mid-Year
88,Peru,38.4,15.7,27.8,33.6,26.7,48.2,2016 Mid-Year
89,Iran,38.2,16.3,28.0,32.3,35.4,46.7,2016 Mid-Year
90,Kenya,38.1,12.0,25.9,34.3,29.4,33.1,2016 Mid-Year
91,South Africa,37.8,15.4,27.3,30.8,35.8,111.4,2016 Mid-Year
92,Botswana,37.7,10.5,25.0,31.2,31.7,64.5,2016 Mid-Year
93,Bolivia,37.6,10.8,25.1,29.4,28.3,51.1,2016 Mid-Year
94,Bulgaria,37.0,9.5,24.2,30.2,30.8,54.3,2016 Mid-Year
95,Romania,35.7,9.7,23.6,28.5,30.3,57.1,2016 Mid-Year
96,Morocco,35.7,11.3,24.3,30.6,24.7,43.2,2016 Mid-Year
97,Russia,35.6,16.7,26.8,28.2,39.4,52.6,2016 Mid-Year
98,Philippines,35.3,7.8,22.4,33.6,20.5,38.4,2016 Mid-Year
99,Bosnia And Herzegovina,35.1,6.3,21.7,29.1,25.2,56.2,2016 Mid-Year
100,Bangladesh,34.9,5.8,21.3,30.5,22.9,41.3,2016 Mid-Year
101,Uganda,34.6,7.3,21.9,28.5,20.7,20.2,2016 Mid-Year
102,Serbia,34.5,7.7,22.0,24.9,28.8,44.8,2016 Mid-Year
103,Belarus,34.4,12.7,24.3,27.4,40.2,38.6,2016 Mid-Year
104,Armenia,33.9,11.1,23.2,25.8,31.2,30.4,2016 Mid-Year
105,Albania,33.4,7.4,21.3,26.2,28.5,39.5,2016 Mid-Year
106,Mexico,33.1,10.1,22.3,30.4,29.0,66.9,2016 Mid-Year
107,Nigeria,32.7,16.9,25.3,29.9,23.0,35.1,2016 Mid-Year
108,Egypt,32.6,8.1,21.2,28.9,28.1,37.1,2016 Mid-Year
109,Colombia,32.4,11.0,22.4,26.3,23.9,40.8,2016 Mid-Year
110,Mozambique,32.2,18.4,25.8,26.9,31.2,49.8,2016 Mid-Year
111,Sri Lanka,32.1,8.3,21.0,35.0,19.1,30.4,2016 Mid-Year
112,North Macedonia,32.0,6.5,20.1,25.6,22.4,42.8,2016 Mid-Year
113,Georgia,31.6,11.0,22.0,25.6,31.6,33.5,2016 Mid-Year
114,Algeria,30.1,8.0,19.7,30.0,20.9,42.2,2016 Mid-Year
115,Syria,29.8,7.7,19.5,26.5,24.6,17.8,2016 Mid-Year
116,Azerbaijan,29.1,11.5,20.9,23.6,29.9,36.7,2016 Mid-Year
117,Tunisia,29.0,6.7,18.6,27.0,18.7,42.5,2016 Mid-Year
118,Nepal,28.0,3.3,16.5,24.0,15.5,28.3,2016 Mid-Year
119,Kazakhstan,28.0,11.2,20.2,22.0,29.3,48.2,2016 Mid-Year
120,Ukraine,27.0,10.2,19.1,20.4,21.1,27.5,2016 Mid-Year
121,Moldova,26.9,7.6,17.9,20.2,19.1,30.1,2016 Mid-Year
122,Pakistan,26.3,5.2,16.5,23.8,20.6,42.3,2016 Mid-Year
123,India,24.0,7.0,16.1,23.6,16.4,83.2,2016 Mid-Year
1,Bermuda,150.4,109.1,130.1,149.9,151.9,87.2,2017 Mid-Year
2,Switzerland,138.2,56.0,97.7,145.5,132.8,114.6,2017 Mid-Year
3,Iceland,130.8,53.6,92.8,127.7,140.5,68.8,2017 Mid-Year
4,Norway,112.8,39.5,76.7,108.3,124.0,92.2,2017 Mid-Year
5,Bahamas,109.4,37.5,74.0,109.3,94.6,50.2,2017 Mid-Year
6,Denmark,93.3,37.6,65.8,74.1,113.2,98.7,2017 Mid-Year
7,Us Virgin Islands,93.1,48.8,71.3,91.3,81.8,70.7,2017 Mid-Year
8,Japan,89.5,25.6,58.0,97.3,49.6,92.5,2017 Mid-Year
9,Israel,88.6,34.1,61.7,76.1,96.1,92.3,2017 Mid-Year
10,Singapore,88.1,67.0,77.7,81.3,61.4,88.1,2017 Mid-Year
11,New Zealand,87.5,33.6,61.0,83.4,82.0,89.6,2017 Mid-Year
12,Luxembourg,87.5,53.3,70.7,78.3,96.0,99.2,2017 Mid-Year
13,Australia,86.0,40.9,63.8,85.4,81.4,107.8,2017 Mid-Year
14,Ireland,84.9,42.1,63.8,70.9,90.9,87.3,2017 Mid-Year
15,Sweden,83.3,26.7,55.4,78.3,84.7,94.8,2017 Mid-Year
16,Belgium,82.2,29.9,56.4,74.6,89.7,80.4,2017 Mid-Year
17,Finland,81.2,28.0,55.0,71.1,85.8,101.9,2017 Mid-Year
18,France,81.2,26.0,54.0,78.6,76.2,89.4,2017 Mid-Year
19,South Korea,81.1,22.0,52.0,99.9,46.9,89.7,2017 Mid-Year
20,Netherlands,79.6,34.2,57.3,64.0,89.5,94.2,2017 Mid-Year
21,Hong Kong,79.2,82.7,80.9,83.4,56.3,74.0,2017 Mid-Year
22,Austria,79.0,26.7,53.3,76.2,72.7,87.1,2017 Mid-Year
23,Italy,77.4,21.6,49.9,68.5,80.9,68.1,2017 Mid-Year
24,United States,77.2,38.8,58.3,80.8,72.7,114.7,2017 Mid-Year
25,United Kingdom,76.0,33.3,55.0,62.7,83.1,92.5,2017 Mid-Year
26,Germany,73.2,27.1,50.5,59.9,68.5,107.9,2017 Mid-Year
27,Uruguay,72.8,19.5,46.6,59.3,74.3,29.0,2017 Mid-Year
28,Canada,72.8,29.1,51.3,74.6,67.4,98.5,2017 Mid-Year
29,Puerto Rico,71.2,18.9,45.5,71.7,64.0,84.3,2017 Mid-Year
30,Malta,70.2,25.6,48.2,61.0,74.6,57.7,2017 Mid-Year
31,United Arab Emirates,70.1,65.6,67.9,60.0,65.8,106.1,2017 Mid-Year
32,Kuwait,69.5,37.0,53.5,68.5,48.5,80.0,2017 Mid-Year
33,Qatar,69.5,67.5,68.5,59.8,72.7,100.3,2017 Mid-Year
34,Taiwan,66.8,14.6,41.1,83.7,29.1,94.9,2017 Mid-Year
35,Ghana,63.8,38.3,51.2,61.0,42.8,13.3,2017 Mid-Year
36,Lebanon,63.4,29.5,46.7,50.1,60.9,47.7,2017 Mid-Year
37,Greece,61.3,10.5,36.3,51.4,59.4,49.7,2017 Mid-Year
38,Spain,60.6,20.0,40.6,52.2,58.4,78.2,2017 Mid-Year
39,Bahrain,60.5,30.2,45.6,61.6,51.2,72.7,2017 Mid-Year
40,Palestine,59.7,10.5,35.5,58.6,41.8,46.5,2017 Mid-Year
41,Jamaica,59.4,11.5,35.8,60.4,39.7,30.8,2017 Mid-Year
42,Cyprus,59.4,13.0,36.6,50.5,63.2,84.9,2017 Mid-Year
43,Costa Rica,58.9,17.5,38.5,60.7,45.3,44.7,2017 Mid-Year
44,Jordan,58.8,12.5,36.0,51.4,56.1,38.2,2017 Mid-Year
45,Slovenia,58.3,14.7,36.8,50.6,46.4,68.7,2017 Mid-Year
