2025_rank,2024_rank,university,alpha_2,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
711-720,791-800,Plekhanov Russian University of Economics,RU,14.0,19.1,49.8,2.3,3.0,16.2,51.9,38.5,11.6,-
711-720,631-640,Saint Joseph University of Beirut (USJ) ,LB,8.2,16.4,50.7,2.4,91.3,25.8,13.1,33.4,1.4,-
711-720,681-690,The National University of Science and Technology MISIS,RU,6.2,9.0,74.2,13.8,7.9,43.1,44.7,9.2,2.2,-
711-720,721-730,Ton Duc Thang University,VN,5.0,6.4,5.2,51.7,9.9,1.4,90.7,4.7,3.8,-
711-720,1201-1400,Université de Franche-Comté,FR,6.5,2.1,100.0,12.4,,,76.7,3.2,1.7,-
711-720,751-760,University of Mumbai,IN,9.1,28.8,2.8,30.9,2.0,2.0,18.3,81.4,1.7,-
721-730,661-670,Brandeis University,US,9.4,4.8,53.1,11.6,18.0,75.1,32.3,16.5,1.1,-
721-730,741-750,Budapest University of Technology and Economics,HU,15.6,25.7,13.7,8.5,2.8,14.8,56.6,33.2,26.0,-
721-730,791-800,Diponegoro University,ID,19.2,41.7,19.3,1.5,27.9,3.0,27.4,14.6,9.7,-
721-730,601-610,Drexel University,US,8.1,4.5,22.4,28.7,12.6,23.8,73.4,25.1,8.3,-
721-730,,Effat University,SA,3.8,2.6,23.1,17.6,100.0,98.3,15.9,3.3,1.0,-
721-730,741-750,Jadavpur University,IN,17.8,5.9,9.1,40.6,,1.0,32.5,14.9,13.4,-
721-730,801-850,Konkuk University ,KR,7.0,8.1,61.8,17.1,9.5,17.7,46.8,9.0,28.4,-
580,631-640,Jinan University (China),CN,5.2,2.7,8.9,52.7,34.0,83.1,52.8,6.5,3.1,21.3
721-730,661-670,Middlesex University,GB,5.3,5.3,8.1,10.6,84.4,99.5,58.3,15.2,4.3,-
721-730,751-760,Riga Technical University,LV,11.5,26.8,22.0,3.0,15.7,72.0,29.9,35.0,6.8,-
721-730,631-640,Université de Lille,FR,23.5,5.5,4.8,14.7,14.6,15.8,93.3,4.5,10.9,-
721-730,711-720,Université de Rennes 1 (University of Rennes),FR,14.9,5.2,11.6,28.3,11.9,11.0,88.1,6.8,6.9,-
721-730,641-650,University of Modena and Reggio Emilia,IT,8.6,4.0,2.9,49.7,4.0,3.6,53.3,15.2,23.2,-
721-730,691-700,University of Trieste,IT,11.7,4.0,3.6,43.3,7.3,7.9,70.4,14.6,2.6,-
731-740,661-670,Universitat Rovira i Virgili,ES,6.4,2.3,15.2,37.9,7.2,19.0,77.5,1.8,31.6,-
731-740,721-730,Université Côte d\'Azur,FR,15.5,4.1,5.7,18.3,29.3,38.3,78.4,8.9,18.4,-
731-740,721-730,University of Belgrade,RS,17.6,8.4,4.6,5.3,2.8,4.0,95.2,96.4,3.7,-
741-750,701-710,Altai State University,RU,11.7,3.3,87.5,1.4,6.3,60.0,18.8,1.9,10.1,-
741-750,671-680,Carleton University,CA,11.1,13.5,3.8,15.6,13.2,43.7,67.3,34.3,26.3,-
741-750,582,Universidad Católica Andres Bello,VE,28.4,50.8,4.3,1.0,3.5,2.7,,18.9,,-
741-750,651-660,Universidad de Montevideo (UM),UY,18.6,16.1,79.7,1.1,21.5,3.1,3.0,6.5,,-
741-750,741-750,Universität Regensburg,DE,10.3,6.0,80.0,6.1,,8.5,69.1,15.3,2.0,-
741-750,781-790,Universiti Malaysia Pahang,MY,10.8,5.3,15.8,35.0,22.1,8.6,54.7,4.0,17.7,-
741-750,593,University of Central Florida,US,13.7,23.0,2.9,23.6,9.5,4.3,72.2,9.2,12.1,-
741-750,741-750,University of the West of England,GB,9.0,9.0,7.5,11.9,46.9,75.3,76.1,2.1,14.3,-
741-750,711-720,University of Westminster,GB,11.5,6.8,5.7,5.1,77.4,100.0,35.4,21.7,1.7,-
741-750,691-700,V. N. Karazin Kharkiv National University,UA,12.6,16.9,64.6,1.4,3.3,55.7,29.4,4.0,4.9,-
741-750,711-720,Victoria University ,AU,6.9,6.1,2.4,34.1,32.7,41.5,44.9,6.4,34.8,-
741-750,801-850,Vytautas Magnus University,LT,10.4,16.8,41.8,2.4,26.7,47.8,48.1,21.6,6.7,-
741-750,701-710,Wake Forest University,US,5.1,6.3,100.0,8.6,3.2,10.9,42.8,15.4,1.7,-
751-760,651-660,Instituto Tecnológico Autónomo de México (ITAM),MX,15.2,31.0,13.9,1.6,51.0,1.4,7.7,77.1,1.0,-
751-760,801-850,Kaunas University of Technology,LT,11.2,18.5,31.1,7.9,3.5,28.6,64.2,23.2,16.1,-
751-760,751-760,Technische Universität Braunschweig,DE,10.9,14.3,55.5,5.5,,24.2,66.4,12.6,7.3,-
751-760,661-670,Tokyo University of Science,JP,10.4,51.5,9.4,10.0,12.5,3.7,20.3,41.0,2.4,-
751-760,801-850,Universidade de Brasília,BR,25.3,7.9,7.1,4.2,10.8,1.5,67.5,29.6,35.1,-
751-760,721-730,Universita' Politecnica delle Marche,IT,5.9,2.8,10.1,48.4,4.9,6.3,77.7,1.9,6.4,-
751-760,801-850,University of Calcutta,IN,17.1,6.5,5.5,21.4,24.7,1.1,56.0,49.8,1.5,-
751-760,791-800,University of Engineering & Technology (UET) Lahore,PK,10.0,43.2,18.0,6.7,1.1,1.8,41.6,47.7,7.5,-
751-760,851-900,University of Malta,MT,6.1,4.6,31.7,7.2,18.0,19.2,75.9,95.9,1.9,-
751-760,851-900,University of Messina (UniME),IT,8.4,2.3,14.2,36.7,1.3,6.0,75.6,1.6,36.6,-
761-770,731-740,"Adam Mickiewicz University, Pozna?",PL,16.0,9.1,33.3,4.8,7.7,8.3,86.7,7.5,31.6,-
761-770,801-850,Bangladesh University of Engineering and Technology,BD,16.9,36.6,13.6,14.9,,1.0,25.1,22.2,1.2,-
761-770,851-900,King Faisal University,SA,16.4,12.7,14.5,2.7,98.0,3.9,59.3,8.7,1.5,-
801-850,901-950,Ocean University of China,CN,5.4,2.7,9.4,50.5,3.2,1.9,51.1,3.0,4.0,-
761-770,691-700,University of Cincinnati,US,11.0,6.0,19.4,22.9,4.3,12.4,69.0,25.3,22.5,-
761-770,721-730,"University of Colorado, Denver ",US,8.2,6.1,100.0,3.6,3.4,8.1,45.7,5.6,3.8,-
761-770,791-800,University of Patras,GR,11.7,17.1,2.7,27.0,1.4,4.8,60.6,3.7,44.9,-
771-780,851-900,Addis Ababa University,ET,6.4,9.3,58.8,1.7,,,55.2,95.5,3.3,-
771-780,731-740,Bournemouth University,GB,5.8,6.4,6.1,16.4,80.3,47.1,72.6,4.8,5.3,-
771-780,701-710,Chiba University,JP,16.6,8.5,66.1,8.8,7.5,4.3,28.9,3.8,8.7,-
901-950,851-900,Beijing University of Posts and Telecommunications,CN,3.2,2.6,10.2,49.3,4.7,1.7,18.7,13.5,1.4,-
771-780,681-690,Colegio de México,MX,14.9,2.5,100.0,1.7,8.5,16.4,9.6,3.2,1.0,-
771-780,661-670,Holy Spirit University of Kaslik ,LB,6.7,6.4,62.3,2.1,98.9,37.8,6.5,5.7,1.1,-
771-780,711-720,Universidad del Rosario,CO,15.8,28.5,24.2,2.5,7.2,2.7,31.8,41.1,24.5,-
771-780,951-1000,Université de Tunis El Manar,TN,9.4,4.3,26.0,5.1,39.5,7.8,82.1,54.1,16.3,-
771-780,711-720,"University of Maryland, Baltimore County",US,10.2,6.8,14.1,13.5,49.8,25.8,45.0,4.5,57.7,-
771-780,801-850,University of Pecs,HU,14.3,11.9,41.4,2.8,9.3,64.3,40.3,4.0,11.3,-
771-780,801-850,Verona University,IT,9.1,2.7,4.1,41.6,4.5,4.2,71.0,3.1,22.5,-
781-790,801-850,Babes-Bolyai University,RO,15.5,19.5,5.3,4.4,7.8,3.8,80.1,26.7,42.7,-
781-790,751-760,Kasetsart University,TH,25.2,18.6,6.5,2.5,4.3,1.3,51.9,18.5,33.9,-
781-790,,National University of Uzbekistan,UZ,25.5,15.8,5.2,1.3,89.0,2.5,11.8,20.4,1.4,-
781-790,901-950,Qassim University,SA,10.6,5.0,33.9,1.8,98.3,7.9,68.3,2.4,9.3,-
781-790,801-850,Texas Tech University,US,10.9,10.6,6.2,11.3,36.6,9.6,70.5,13.7,55.4,-
781-790,641-650,The New School,US,15.2,8.2,41.1,2.6,5.7,92.3,19.6,13.5,1.0,-
781-790,761-770,Universidad de Belgrano,AR,9.4,12.7,86.6,1.0,5.4,24.1,2.5,37.4,,-
781-790,801-850,Universidade Federal de Santa Catarina ,BR,19.3,4.8,19.2,8.5,4.1,2.2,62.1,17.3,52.1,-
781-790,801-850,University of Latvia,LV,11.5,16.7,5.9,5.3,12.1,5.1,71.5,90.4,9.8,-
781-790,691-700,University of Mons ,BE,7.1,7.0,3.4,37.3,35.0,33.7,43.7,6.1,1.6,-
781-790,1401+,Zurich University of Applied Sciences (ZHAW),CH,5.4,6.6,75.0,2.7,65.9,12.8,41.4,5.3,1.6,-
791-800,731-740,Alfaisal University,SA,4.8,3.0,21.6,10.6,100.0,89.0,19.1,4.4,1.1,-
791-800,801-850,Ivane Javakhishvili Tbilisi State University,GE,10.4,1.2,73.9,1.2,1.9,3.2,22.7,88.4,1.0,-
791-800,781-790,Keele University ,GB,6.0,4.4,14.4,26.2,51.6,30.7,62.9,6.9,3.1,-
791-800,641-650,New Jersey Institute of Technology (NJIT),US,4.8,6.7,10.2,30.4,31.5,52.9,29.1,5.1,26.5,-
791-800,771-780,Sechenov University,RU,5.3,5.0,57.4,4.3,9.0,63.0,83.6,1.9,1.0,-
791-800,701-710,Universidad de Antioquia,CO,29.1,20.8,4.1,4.3,3.7,1.2,48.1,20.4,2.9,-
791-800,681-690,University of Kentucky,US,11.1,9.8,15.3,23.5,12.9,3.3,75.4,13.9,10.1,-
791-800,631-640,University of New Mexico,US,10.5,8.0,43.5,14.9,8.2,4.0,73.1,7.3,11.0,-
791-800,851-900,Vellore Institute of Technology (VIT),IN,12.7,16.1,7.3,18.9,8.9,2.9,76.9,6.1,29.6,-
791-800,751-760,Wayne State University,US,7.6,3.4,62.1,10.6,13.3,5.4,73.6,19.4,3.1,-
801-850,801-850,Al-Ahliyya Amman University,JO,9.6,10.1,9.4,2.7,75.5,100.0,16.9,4.6,1.5,-
801-850,901-950,Alexandria University ,EG,23.1,18.3,4.5,2.0,1.7,4.8,76.4,24.3,6.9,-
801-850,901-950,Ankara Üniversitesi,TR,20.2,16.8,7.8,2.6,2.3,4.6,70.6,53.5,2.9,-
801-850,901-950,Asia University Taiwan,TW,5.9,1.8,3.6,52.5,9.9,3.2,57.1,2.0,1.7,-
851-900,901-950,Donghua University,CN,3.8,1.6,25.5,47.3,2.2,3.1,31.1,3.7,1.1,-
801-850,801-850,Belarusian National Technical University (BNTU),BY,14.8,26.7,51.0,1.0,2.1,34.1,5.1,5.6,,-
801-850,951-1000,"Birla Institute of Technology and Science, Pilani",IN,11.0,19.7,8.0,20.4,2.2,2.5,37.6,25.4,30.4,-
801-850,801-850,Edinburgh Napier University,GB,5.0,5.0,4.0,11.8,77.5,86.0,60.1,4.9,2.2,-
801-850,851-900,Gda?sk University of Technology,PL,9.4,15.2,29.6,12.7,5.3,4.0,65.8,3.2,33.3,-
801-850,851-900,Wuhan University of Technology,CN,6.9,2.5,11.5,47.0,,2.5,51.0,5.8,1.5,-
801-850,801-850,Immanuel Kant Baltic Federal University,RU,7.6,2.5,79.4,1.8,21.8,40.2,35.2,1.9,1.2,-
801-850,741-750,Instituto Politécnico Nacional (IPN),MX,19.1,28.8,9.1,2.0,2.2,1.1,46.0,6.8,35.7,-
801-850,801-850,Jouf University,SA,11.7,5.1,37.1,2.3,100.0,2.6,43.5,2.4,1.0,-
801-850,781-790,Khoja Akhmet Yassawi International Kazakh-Turkish University,KZ,16.7,27.9,44.6,1.2,7.1,16.3,3.2,7.7,1.5,-
801-850,851-900,Kuwait University,KW,14.7,7.9,6.8,2.9,20.4,19.4,39.3,93.8,17.1,-
801-850,751-760,Liverpool John Moores University,GB,10.0,6.8,8.0,12.3,46.7,22.4,87.7,5.4,13.6,-
801-850,851-900,London South Bank University,GB,3.3,2.9,9.1,4.4,87.1,96.8,47.6,8.5,15.4,-
801-850,801-850,Maynooth University,IE,10.4,7.7,9.2,12.7,87.4,16.7,48.5,9.2,6.4,-
801-850,731-740,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",UA,16.2,31.8,37.4,1.5,1.0,2.0,20.4,21.3,4.3,-
721-730,791-800,Lanzhou University,CN,8.1,2.5,25.2,45.2,2.3,1.5,64.0,4.4,7.6,-
801-850,761-770,Philipps-Universität Marburg ,DE,12.7,8.8,5.2,25.0,14.9,20.7,61.6,4.8,5.1,-
801-850,681-690,Pontificia Universidad Católica de Valparaíso,CL,27.0,24.4,4.7,6.6,11.3,1.6,39.9,8.7,1.6,-
801-850,771-780,Rutgers University–Newark,US,10.1,4.9,17.5,17.6,25.3,32.7,27.9,36.9,29.3,-
801-850,781-790,Syracuse University,US,12.9,8.7,11.6,10.6,5.8,39.3,55.5,42.7,11.6,-
801-850,781-790,The Catholic University of Korea ,KR,4.5,2.9,98.6,14.1,3.8,22.5,10.5,1.9,6.5,-
801-850,851-900,Toronto Metropolitan University,CA,8.0,12.0,1.8,26.4,35.4,8.1,57.0,15.1,3.8,-
801-850,851-900,TU Dortmund University,DE,14.1,16.0,28.1,6.2,22.4,17.1,61.1,6.8,3.7,-
801-850,771-780,Universidad Anáhuac México,MX,13.1,20.4,50.0,1.1,5.3,3.0,5.8,61.8,1.0,-
801-850,691-700,Universidad Iberoamericana IBERO,MX,18.5,24.3,32.3,1.3,5.4,2.2,5.2,63.6,1.1,-
801-850,801-850,Universidad San Francisco de Quito (USFQ),EC,16.0,8.6,40.1,2.4,53.1,1.9,24.9,13.2,21.5,-
801-850,661-670,Università degli Studi di Perugia,IT,9.1,2.3,3.5,40.9,6.4,5.4,65.9,1.7,11.5,-
801-850,801-850,Universitas Brawijaya ,ID,19.2,42.4,11.5,1.4,13.7,1.4,19.6,13.1,9.0,-
801-850,771-780,Universität Duisburg-Essen,DE,11.3,4.2,13.2,11.2,35.0,39.4,81.4,12.2,5.9,-
801-850,761-770,Universität Rostock,DE,7.3,2.9,84.4,5.2,,13.2,68.8,4.4,3.4,-
801-850,721-730,Université de Lorraine,FR,13.6,3.3,7.0,12.9,27.6,27.4,95.9,14.8,11.8,-
801-850,801-850,Universiti Tunku Abdul Rahman (UTAR),MY,14.0,30.9,12.4,5.8,12.7,4.9,45.5,3.8,26.5,-
801-850,781-790,University of Alaska Fairbanks,US,2.7,2.0,98.8,12.9,4.8,3.0,42.6,4.2,2.5,-
801-850,801-850,University of Alicante,ES,13.5,6.7,25.3,7.7,7.3,12.8,71.7,7.6,31.3,-
801-850,951-1000,University of Baghdad,IQ,11.0,16.9,24.6,1.5,2.4,1.1,63.5,72.7,3.1,-
801-850,741-750,University of Bari,IT,12.4,3.0,4.6,25.0,4.9,2.0,81.6,7.7,25.7,-
801-850,771-780,University of Brighton,GB,7.9,6.1,8.5,14.9,54.8,51.1,72.5,6.1,6.5,-
801-850,851-900,University of Bucharest,RO,15.2,19.5,7.1,4.2,2.6,2.0,69.1,53.4,25.7,-
801-850,801-850,University of Hyderabad,IN,13.2,3.0,14.5,41.5,1.9,2.0,27.0,3.1,1.2,-
801-850,721-730,University of Oregon,US,18.3,9.4,9.4,18.5,7.6,3.6,53.4,23.3,16.1,-
801-850,901-950,University of Petroleum and Energy Studies (UPES),IN,21.8,6.1,39.5,3.4,18.2,1.2,56.9,1.9,1.0,-
801-850,801-850,University of Salerno,IT,8.6,2.4,5.6,37.1,3.3,1.6,87.4,4.0,19.2,-
801-850,1401+,University of Stavanger,NO,7.1,5.8,84.6,5.0,,,69.6,10.0,5.1,-
801-850,751-760,University of Ulsan ,KR,5.0,2.3,60.0,33.6,2.0,2.4,28.8,3.8,5.6,-
851-900,951-1000,Northwest Agriculture and Forestry University,CN,4.5,1.4,28.5,36.8,,1.4,58.8,3.0,1.6,-
851-900,901-950,AGH University of Science and Technology,PL,9.6,13.9,41.5,6.5,2.9,5.3,75.6,3.2,1.7,-
851-900,1001-1200,Al-Quds University,PS,5.8,14.6,12.7,1.7,61.5,66.8,30.6,23.5,3.0,-
851-900,,Applied Science Private University - Jordan,JO,9.9,15.7,28.6,3.1,39.3,59.7,10.4,4.6,1.8,-
851-900,801-850,Charles Sturt University ,AU,5.1,5.4,8.2,8.1,45.4,47.9,53.4,7.4,41.7,-
851-900,851-900,Chonnam National University,KR,9.3,4.7,45.4,12.4,9.0,7.3,28.5,4.7,44.3,-
851-900,851-900,Chungnam National University,KR,8.8,7.8,46.3,10.7,7.2,9.2,32.7,5.0,25.7,-
851-900,791-800,Clarkson University,US,1.3,1.9,13.5,41.8,48.5,15.0,30.6,7.9,1.2,-
851-900,851-900,CY Cergy Paris University,FR,3.7,2.5,49.5,5.0,47.2,45.9,46.0,1.5,1.4,-
801-850,801-850,Beijing University of Technology,CN,7.7,4.9,38.2,33.1,4.7,1.8,31.9,4.2,1.6,-
851-900,851-900,Georgia State University,US,11.3,14.2,4.3,22.4,4.8,10.4,62.3,18.2,7.2,-
851-900,851-900,Gulf University for Science and Technology,KW,14.6,9.3,11.2,4.8,100.0,27.7,9.3,11.0,1.1,-
851-900,951-1000,Jamia Millia Islamia,IN,9.3,3.1,33.6,26.0,3.2,5.2,43.0,1.9,1.6,-
851-900,851-900,Kansas State University ,US,8.2,6.7,10.3,22.1,10.1,4.6,74.9,13.5,10.2,-
851-900,801-850,Karaganda State Technical University,KZ,9.7,7.7,84.6,1.1,10.0,18.8,2.4,5.8,1.2,-
851-900,,Kyrgyz Russian Slavic University,KG,9.3,7.0,99.8,1.0,,,3.1,24.1,,-
851-900,901-950,Mendel University in Brno,CZ,6.2,6.5,55.1,4.1,11.2,32.1,59.1,3.8,1.2,-
851-900,801-850,Nagasaki University,JP,6.9,2.3,81.0,6.3,5.8,4.7,49.2,3.0,2.1,-
901-950,901-950,Beijing Jiaotong University,CN,9.7,5.4,15.2,31.8,4.7,9.6,29.1,9.6,1.2,-
851-900,801-850,North-West University,ZA,7.4,11.0,4.9,14.9,6.6,2.0,92.9,16.7,28.4,-
851-900,901-950,Okayama University,JP,8.9,3.7,61.3,7.7,6.1,6.3,52.5,2.9,14.5,-
851-900,851-900,Oklahoma State University ,US,8.3,8.1,9.2,13.3,49.9,6.1,66.8,17.3,9.4,-
851-900,851-900,Pavol Jozef Šafárik University in Košice,SK,4.7,5.1,59.7,3.0,5.1,65.3,41.7,4.6,1.0,-
851-900,801-850,Poznan University of Life Sciences,PL,5.6,2.2,94.3,6.4,1.9,7.9,31.0,3.3,1.1,-
851-900,951-1000,Shahid Beheshti University (SBU),IR,7.9,7.3,4.1,33.3,1.6,1.6,64.7,19.0,1.5,-
851-900,741-750,Swarthmore College,US,3.4,2.4,88.8,11.7,8.7,21.6,12.3,15.2,1.0,-
851-900,851-900,Technological University Dublin,IE,12.6,13.1,12.3,3.1,31.8,38.8,43.9,16.2,28.2,-
851-900,951-1000,Thapar Institute of Engineering & Technology,IN,4.7,4.4,8.8,46.1,5.2,1.8,31.1,3.1,11.8,-
851-900,801-850,Tokyo University of Agriculture and Technology ,JP,13.8,7.4,12.9,30.5,5.4,7.1,40.4,1.9,1.3,-
851-900,951-1000,Universidad de Valladolid,ES,10.5,3.8,34.4,4.3,7.0,3.6,80.2,11.9,43.9,-
851-900,771-780,Universidad ORT Uruguay,UY,11.2,12.4,79.0,1.1,15.8,1.9,3.4,5.7,1.0,-
851-900,851-900,Universita' degli Studi di Ferrara,IT,6.7,2.6,2.6,34.6,2.9,3.6,70.0,4.1,27.3,-
851-900,771-780,Université de Nantes,FR,10.4,3.4,7.8,21.4,19.8,15.1,87.3,2.8,7.5,-
851-900,801-850,Université de Sherbrooke,CA,6.8,4.2,18.8,16.9,54.7,7.6,43.0,23.4,8.0,-
851-900,751-760,Université du Québec,CA,15.3,7.6,1.8,10.9,32.9,11.0,62.6,21.6,9.9,-
851-900,771-780,University at Albany SUNY,US,8.1,4.5,5.4,33.9,3.9,7.2,66.0,4.2,13.2,-
851-900,801-850,University Duesseldorf,DE,12.3,8.5,44.3,7.2,,14.1,66.2,3.8,2.2,-
851-900,801-850,University of Dubai,AE,5.2,4.2,10.6,11.0,100.0,72.0,8.2,10.2,1.0,-
851-900,951-1000,UNIVERSITY OF GDANSK,PL,12.0,6.2,34.9,3.9,4.8,2.4,70.6,14.1,25.7,-
851-900,951-1000,University of Ghana,GH,11.5,7.6,1.9,5.3,4.5,1.7,72.8,95.4,7.6,-
851-900,851-900,University of Hertfordshire,GB,4.4,3.7,5.9,5.2,62.0,100.0,58.8,10.1,2.1,-
851-900,851-900,University of Lincoln,GB,5.9,4.7,7.9,9.9,74.0,47.2,58.5,4.8,10.1,-
851-900,1001-1200,University of Mississippi,US,4.2,2.0,83.0,5.5,6.1,2.9,58.0,3.6,1.7,-
851-900,851-900,University of Palermo,IT,11.1,2.3,4.4,32.2,2.4,1.9,81.6,4.5,5.7,-
851-900,801-850,University of Santo Tomas,PH,12.8,39.9,12.5,1.3,34.9,5.8,18.1,14.1,2.4,-
851-900,851-900,University of South Africa,ZA,10.6,7.2,1.1,7.3,,7.3,91.0,92.8,3.1,-
851-900,901-950,University of Wroclaw,PL,14.9,12.6,32.1,3.9,5.0,8.4,54.3,12.0,9.3,-
851-900,951-1000,"Vietnam National University, Hanoi ",VN,15.3,18.7,7.6,2.4,5.5,1.2,61.0,60.1,6.4,-
851-900,801-850,Vilnius Gediminas Technical University,LT,8.7,13.8,37.7,7.8,14.7,32.9,41.4,6.9,2.0,-
851-900,761-770,Virginia Commonwealth University,US,7.1,8.5,38.8,12.8,9.7,3.2,73.5,8.2,8.5,-
851-900,951-1000,Yildiz Technical University,TR,9.7,24.7,4.2,12.2,9.1,18.5,38.9,19.9,35.1,-
901-950,801-850,Australian Catholic University,AU,8.2,8.9,5.1,12.1,71.0,41.7,33.9,1.7,2.7,-
771-780,801-850,China University of Geosciences,CN,5.1,1.4,53.6,31.8,1.5,2.7,67.0,1.4,4.0,-
1001-1200,1001-1200,Harbin Engineering University,CN,5.4,2.4,16.5,28.1,2.3,2.2,32.4,3.8,1.3,-
901-950,851-900,Catania University,IT,11.6,3.0,5.4,23.4,3.5,4.5,71.3,5.7,3.6,-
901-950,1001-1200,Future University in Egypt,EG,4.8,34.7,34.9,2.0,11.7,21.7,40.0,2.9,1.1,-
901-950,1001-1200,Gazi Üniversitesi,TR,18.6,15.3,6.0,4.4,1.0,3.3,56.0,18.2,20.1,-
901-950,1401+,Georgian Technical University,GE,7.1,6.6,1.0,46.9,,,5.4,25.9,1.0,-
901-950,1001-1200,German Jordanian University,JO,8.6,15.1,21.4,5.6,65.3,16.3,17.8,8.5,1.5,-
901-950,1001-1200,Imam Mohammad Ibn Saud Islamic University – IMSIU,SA,14.8,7.6,17.4,1.5,46.2,4.2,41.9,26.5,1.0,-
901-950,851-900,Kanazawa University,JP,10.5,3.9,55.1,12.2,8.1,5.8,31.9,1.8,1.6,-
901-950,851-900,Karaganda Buketov University,KZ,15.6,24.5,41.3,1.1,13.1,5.2,7.5,7.8,1.0,-
901-950,851-900,Kyrgyz-Turkish Manas University,KG,15.1,10.9,10.7,1.7,90.5,19.7,7.1,5.7,1.0,-
901-950,801-850,Louisiana State University,US,9.5,6.7,7.8,12.9,8.6,3.8,52.3,18.8,52.8,-
901-950,951-1000,Makerere University,UG,11.0,4.2,3.4,4.5,9.6,7.5,64.8,98.3,3.5,-
901-950,951-1000,"Manipal Academy of Higher Education, Manipal, Karnataka, India",IN,10.9,8.2,42.9,4.4,1.8,7.7,61.2,6.2,16.5,-
901-950,851-900,Michigan Technological University,US,4.8,3.7,27.1,28.6,11.4,11.1,52.1,3.1,1.9,-
901-950,851-900,National Research Saratov State University,RU,5.0,2.7,96.7,1.7,3.0,16.6,19.1,1.8,1.0,-
901-950,901-950,Nicolaus Copernicus University ,PL,7.6,2.6,53.2,4.9,3.1,5.3,81.3,3.1,1.7,-
901-950,851-900,North South University,BD,13.3,48.1,6.1,2.7,7.9,1.1,24.5,6.6,1.5,-
901-950,721-730,Osaka Metropolitan University,JP,12.4,11.6,51.3,6.5,4.6,3.1,29.3,5.9,1.1,-
901-950,901-950,Princess Sumaya University for Technology,JO,9.1,25.3,11.9,5.1,47.3,50.0,6.0,5.1,1.2,-
901-950,801-850,Ritsumeikan Asia Pacific University,JP,6.1,8.3,2.6,2.5,99.9,99.4,3.7,1.9,1.0,-
901-950,901-950,Robert Gordon University,GB,3.7,11.5,5.6,5.3,62.6,74.1,35.8,5.6,5.8,-
901-950,951-1000,South Ural State University (National Research University),RU,8.4,4.7,44.1,3.6,4.5,13.4,84.1,4.2,1.6,-
901-950,851-900,Universidad Católica del Uruguay (UCU),UY,12.5,12.8,64.4,1.2,9.5,2.8,6.4,15.1,1.0,-
901-950,851-900,"Universidad Central ""Marta Abreu"" de Las Villas",CU,5.3,1.4,99.7,1.2,1.1,1.2,17.4,21.8,1.0,-
901-950,731-740,Universidad EAFIT,CO,12.9,42.8,4.9,2.3,3.1,1.4,11.3,44.4,4.8,-
901-950,751-760,Universidad Externado de Colombia ,CO,13.0,28.9,36.4,1.1,10.5,1.5,4.3,26.4,1.0,-
901-950,951-1000,Universidad Nacional de Córdoba - UNC,AR,26.4,14.0,6.2,1.6,1.4,1.5,44.4,10.1,1.7,-
901-950,901-950,Universidad Nacional Mayor de San Marcos,PE,20.6,22.9,7.9,1.3,,,33.2,38.6,1.1,-
901-950,801-850,Universidad Pontificia Bolivariana ,CO,8.4,8.8,74.7,1.7,3.8,2.3,10.0,22.0,1.6,-
901-950,901-950,Universidade Católica Portuguesa - UCP,PT,13.0,13.6,11.9,6.1,9.3,30.2,27.8,43.2,5.8,-
901-950,901-950,Universidade de Vigo,ES,8.9,5.3,9.4,18.0,2.1,4.8,79.9,3.8,39.8,-
901-950,1001-1200,Università degli Studi della Tuscia (University of Tuscia),IT,4.6,1.2,5.6,43.6,13.7,10.4,32.4,2.0,2.2,-
901-950,901-950,Università degli studi Roma Tre,IT,17.4,8.0,2.2,12.1,8.5,4.2,62.5,7.1,19.7,-
901-950,901-950,"University of Alabama, Birmingham",US,5.8,4.2,56.0,16.8,,,54.5,1.7,2.0,-
901-950,951-1000,University of Calabria,IT,6.8,2.3,5.5,22.6,8.3,6.2,81.4,1.7,29.6,-
901-950,851-900,University of East London,GB,3.6,3.6,3.1,6.2,73.1,100.0,33.3,7.6,1.1,-
901-950,,University of Hail,SA,5.2,1.9,39.4,2.4,100.0,3.0,43.3,2.3,1.5,-
901-950,951-1000,University of Lodz,PL,11.5,4.1,39.5,3.4,4.0,11.3,70.9,16.3,1.9,-
901-950,851-900,University of Maribor,SI,8.0,6.6,29.2,6.8,1.8,13.0,61.0,33.4,9.1,-
901-950,901-950,University of Murcia,ES,11.7,2.9,24.5,6.8,1.7,3.9,79.8,3.7,44.9,-
901-950,1001-1200,University of Nairobi,KE,10.0,11.7,20.1,1.8,,,50.1,92.5,1.8,-
901-950,951-1000,University of Peshawar,PK,6.9,9.9,34.3,21.4,,1.9,42.9,15.3,1.1,-
901-950,851-900,University of Salford,GB,6.8,3.9,6.4,6.9,36.7,69.8,63.6,9.6,5.8,-
901-950,851-900,University Paris 2 Panthéon-Assas,FR,7.1,3.5,62.1,1.2,11.8,26.1,4.3,53.1,1.0,-
901-950,951-1000,Viet Nam National University Ho Chi Minh City (VNU-HCM),VN,18.8,24.6,5.7,2.1,4.2,1.1,45.7,24.9,4.6,-
901-950,851-900,Worcester Polytechnic Institute,US,3.5,5.2,17.4,26.2,42.0,23.5,25.6,8.3,1.9,-
